id,aggression,offense,codemixed,tweet
6123,0,0,0,"Only works with crypto, unfortunately.

The US gov can take the money right out of your bank accounts or seize your assets. "
2954,1,0,0,Did you notice that #SupremeCourt of India will have it's next hearing on #Demonetisation on 9th Nov and that is the first day of 50th CJI #Chandrachud . Coincidence or a plan for grand entry? And that too Nov 8th is the 6th anniversary of #Demonetisation ! 
658,0,0,0,People KP & Punjab are also suffering from urban flood. (There’s no doubt about that) 
1371,0,0,0,"It’s time to factually consider social, cultural & psychological aspects of such problems & work out some practical corrective measures, legal provisions by bringing law. Also, by further educating people about such topics and bringing a social change.
(2/2) #MaritalRape "
2635,2,1,0,"Let’s hope Govt achieves these numbers.Unfortunately with misguided steps like demonetisation&concentrating on Hindi,Hindu&militant Hindutva it is squandering away the opportunity to transform India,which it could have done with the huge support & majority in P,that Modi commands "
4846,0,0,0,"I didn't say it doesn't affect cost of living expenses, I said it's not inflation. Driving up rental prices due to better yield harvesting techniques is an exercise in market power and has next to nothing to do with Fed or Treasury. "
7385,2,1,1,Aur eek baat tujhe pata hai Bcci kya hai bcci icc ka baap hai bcci jo bolega icc wohi karega champion trophy v bhul jao fu**stan mai hoga saale aukat less hmm thoda din wait kar pura world humara golam banega terko mai pehele pelun***ga 
2780,0,0,1,"Chidambaram: On 7 Nov, 2016 govt wrote a letter to RBI asking for recommendation whether 1000 and 500 rupee notes be demonetised. 

On 8 November, the RBI board met in Delhi.. #SupremeCourt #Demonetisation "
5527,0,0,0,Migrant. 
1772,0,0,0,First step for legalising law against marital rape 
5625,1,0,0,"You, the problem. Did you know what is VAERS? Do you know how many famous scientifics said about sudden deaths after Covid-19 shots? Scientists, not artists, not politics, not chofers. Read. "
2510,0,1,1,"We are with you. If they want to enjoy the benefit of reservation, they should do ""Ghar wapasi"" "
1913,0,0,0,Tag yourself I'm Open defecation (1%) 
3649,0,0,1,Wo adivasi samaj se hai hindu code bill unpar lagu mahi hota 
5717,0,0,1,This week Covid 19 doesn't approve of feces 
3699,1,0,1,#आदिवासी_जनगणना_कॉलIt is our right to demand adivasi religion colum census 2021. And we are not bonvasi.we are adivasi.we are indigenous people of india. implement tribal religion colum. # #आदिवासी_जनगणना_कॉलम_दो #आदिवासी_जनगणना_कॉलम_दोम_दो 
6585,2,1,0,"There is a big difference, if your polluted mind can catch it. Of course it was there, because of our great leaders who participated in freedom movement. But with leaders who didnot participate in freedom movement &  godse pujaris in power since 8 years, it's gone. "
2161,0,0,1,"@USER @USER @USER @USER @USER @USER where in Osun have you spotted any pillation of dirt and solid waste, smelling places where open defecation; but being out of the spotlight of the government. Please tell us... Call 07089381312 "
7735,0,0,1,Sikinder Raza.. Brad evans.. nagarwa.. ervine.. muzarbani deserves IPL spot @USER rey luccha mushti pooran ki 10c iche badulu.. veellaki life ivvandi.. 
5606,0,0,0,"#Employment . Unemployment is set to rise by 1pc next year which means that nearly 150,000 will join the dole queue. Why then does Albo need to import 195,000 new migrants to join this queue, when we will have the workers in Australia looking for jobs? "
4578,2,1,0,They are commiting mind rape everywhere. 
6168,1,0,1,I don't understand why ppl take law in hands...agar chor tha toh police complaint hone thee...bekar me moka diya jata h ke dalit exploitation ho raha h... 
2003,2,1,1,"One should be silent because rapes, gangrapes, murders, love jihad, animal rapes, pedophiles and sick disturbed minds belong to only one religion.  Nafrat, Zahar and Aatank ki baarish karta hua ek religion. "
4540,0,0,0,Breaking: Mason #Greenwood remanded in custody after district judge finds that he “persistently and flagrantly” breached bail conditions over allegations of attempted rape and other offences. 
3504,0,0,0,"Consequence of perverted #secularism that has prevailed. #secular is being equidistance by the #State at least, from all religions. Our judiciary politics and police all fueled the fire. Hope the larger bench corrects the anamoly of a judgement #hijab "
594,0,0,1,Urban flood warning for #Karachi 
6059,0,0,0,I suspect the ratio between the demographics is more likely to be accurate than the absolute number. 
6662,0,0,1,जय हिन्द ॥ 
8077,0,0,0,"INDIAN ARMY CARRIES OUT LARGE FIELD TRAINING EXERCISE INVOLVING ALL ENTITIES OF WARFIGHTING
Friday, December 02, 2022 by Indian Defence News "
5614,0,0,1,"U.S. health regulators on Friday estimated that BQ.1 and closely related BQ.1.1 accounted for 16.6 percent of COVID-19 variants in the country, nearly doubling from last week, while Europe expects them to become the dominant variants in a month. "
628,1,0,1,Here from peshawar. Urban floods are happening here for as long as i remember.  The situation is bad in the entire country. Drainage system zero. Poverty at peak. Inshaa Ji utho ab koch karo is the solution 
8208,0,0,0,I belong to Tribal community and I only Belong to Indian Army and being Indian is my Religion and INDIA is my Identity 
8226,0,0,1,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER तुमच्या hingole sdo morshi ला एक order  करण्यासाठी इतका वेळ का लागतो आहे, पैशे पाहिजे काय? किती पाहिजे, हे विचारा बरं त्यांना? "
5670,0,0,0,"Aside from the peak of the COVID-19 pandemic in 2020, the IMF said it is “the weakest growth profile since 2001.The worst is yet to come, and for many people, 2023 will feel like a recession. "
2195,1,1,0,"lying to incite. clearly executing taqqia. only Muslim men tried to attend to practice mandated love jihad. ask your mosque to organise garbas if you all seem so keen, we will support that. U won't, u don't respect any other faiths, u follow a physco death cult. Same world over "
5555,2,1,0,"We still have the Trump-era policy in place that allows officials to automatically expel undocumented migrants seeking entry, bypassing normal immigration laws and protections.

Why tf are we still doing that? "
600,0,0,1,"Alert The situation is getting worse. The rain continues at full speed. Urban flood warning for Karachi.

Allah reham karay. "
3743,0,0,1,Kaha hai UAPA 
1972,1,1,1,"Love Jihad 
Corona Jihad 
UPSC Jihad 
Land Jihad 
GarbaJihad 
Ganeshchaturthi Jihad
Holi Jihad
DiwaliJihad 
Soon Hinduism will be ""Jihadzada"" .
Zbr_amd @USER @USER @USER "
666,2,1,1,Basdak.. Urban flooding ka reason janta bhi hai ya bas aise hi bhonkna shuru kar dia. Jab corrupt logon ko Municipality me bithaoge to yahi hoga na. Yahi kisi Non BJP ruled state me Urban floods aaye hote to bhonkna shuru kar deta. Chal aur bhonk 
2347,0,1,1,"KRK, we are waiting for you to come back home(ghar wapasi). Please think about it. "
1461,0,0,0,"The problem with marital rape allegation is there's no way to prove it. The moment you say 'beleive the woman',you are making the claim that women cannot be mean, cheap, vengeful, motivated etc. So, again , how shall we prove the marital rape in a he-said-she-said scenario? "
1251,0,0,1,"“जैसे इस्लाम का कोई भक्त क़ुरआन न मानता हो, ईसाइयत का कोई भक्त बायबिल न मानता हो, यह कल्पना भी नहीं हो सकती। वैसे ही जो हिन्दू संस्कृति के आदर्शों की रक्षा की बात करता हो वह किसी हिन्दू वेदादि ग्रन्थों को न मानता हो, यह कम आश्चर्य की बात नहीं है।”

―Swami Karpatri on Golwalkar "
4059,2,1,1,Sardar patel to kabhi bhi nehru ke chamche nahi the per unke vanshaj Italia to kejriwal ke chamche hai .patel to bahut bade neta the jo aurato ka samman karte the per Italia bilkul nahi karte 
1196,1,1,1,"కానీ గురువులు ఇలాంటి వాటికి అతీతులు అని ఈ వ్యాసంలో బాగా చెప్పారు, 
RSS Golwalkar ji కూడా ఒకసారి  పీఠాధిపతులు అందరిని సమావేశపరిచారు. ఈ వివరాలు చాలా తక్కువ తెలుసు బయటకి.

Very nice reading..
వ్యక్తి కన్నా ధర్మం ప్రధానం. "
6784,2,1,1,"Using Ambedkar and Bhagat singh... Promoting temples and goddess.??
Mo-Sha looks more trustworthy than you fraud @USER "
3731,1,0,1,पिछले 5 साल मे UAPA के तहत हुए मुकदमो मे  98% मामलो मे कोई आरोप साबित नहीं हुए.. पिछले 8 साल मे ED ने खरबो रूपये की सम्पति जब्त की. तमाम पूछताछ हुई लेकिन 1 % लोगो को भी सजा नहीं हुई.. 
2936,0,0,1,"#SupremeCourt says it is aware of the ""Lakshman Rekha'' on judicial review of government policy decisions but will have to examine the 2016 #Demonetisation decision to decide whether issue has become a mere ""academic"" exercise. NDOH: Nov 9, 2022 "
7329,1,0,1,Elon Musk ne abhi attendance muster pe sign bhi nahi kiye honge aur uske pehle hee tum logon ka nautanki chalu ho gaya. 
5334,0,1,1,Will still women being oligued to use hijab 
5775,0,0,1,T-Tortuga…???? 
1416,0,0,1,#maritalrape biggest misuse law against husband's #GenderBiasedLaws #BoycottMarriage #MarriageStrike 
3638,0,1,1,No he is adivasi so it is not applicable on them. 
4938,1,0,1,Hindu dharm divide hai aur aj dalit ladka brahman ladke se shadi karta to uska katal ho jata agar equality h to phir asa q hota h 
325,2,0,0,"Protest has no links with congress or BJP. It is Farmers versus Farmer's Bill. I don't know why it is linked with Congress, religion and many more things. Have you seen any congress leader on protest site? They are not allowed there. It is protest of farmers. #FarmersProtest "
5396,1,0,0,"And you can just see how some of these folks treat the staff badly and how they talk about our kid’s former ECE, who wears a hijab. Ugh. The struggle of wanting your kid to have all these resources and then dealing with these fools on a daily "
6333,0,0,1,You must've missed my many tweets!! Come join us! 
5998,0,0,0,"No worries! Yeah it’s that pixels link, it’s also in my bio, lmk if you’re unable to find it "
3433,0,0,0,Are you banning divorce now? So if female cannot leave. And females cannot object to rape anymore. Banning marital rape didn’t occur until the 90s. 
6563,2,1,1,You are calling Indira Gandhi a disaster ? Our current PM didn’t even named China as aggressor even though they occupied our land. He is no bahubali.Andh bhakti ki bhi seema hoti hai 
6772,0,0,1,Why no Bhagat Singh ji 
2468,2,1,0,"Demonetisation was best,,easy to track criminals terrorists etc. Cong no wisdom. "
3115,0,0,0,"@USER demonetisation overnight had affected many in adverse ways.
To this day I have old currency notes that i found later and can't declare as no provision by GOI. "
927,2,0,0,This happens when courts fall for the grandeur than achievable target like free a few undertrials who are languishing in jail. 
5003,1,0,1,"As u hv recommended tickets for corrupt,rape & murder accused like..Ram Kumar,from Doon murdering Dalit girl,case is still pending in HC...u will definitely sweep Himachal.. @USER @USER @USER @USER @USER "
1717,0,0,0,Congratulations Dr. Anil Kumar. We feel proud of your achievement. You have made the entire nation proud. 
567,1,0,0,"This flood thing is one Achilles heels in this country. We haven't yet found a suitable way to tackle it, yet, we have graduates and experts of Urban and Regional planning scattered everywhere. They don't consult them for expert ideas. It's a flaw in every state. "
6928,1,0,1,Zimbabwe sai harne walonko nahi khilat standard hai ipl ka ja bai chutiye 
3423,2,1,0,"Same goes for media outlets like NYT/WaPo. 
Also, the older Indian Secularism was biased, Selective, pseudo Secularism. 
& its Soothing to see tht its in the ICU heading towards its death. 
The reform can begin with a genuine acceptance by liberals tht it was selective biased+ "
1225,2,0,1,"If Savarkar, Hegdewar, Golwalkar, DeenDayal etc are such stalwarts, why doesn’t Modi ever talk about them when he travels overseas? Why doesn’t he educate foreign leaders/media about these alleged legends? @USER @USER @USER "
7,1,0,1,"Curious !!!
Are Undertrials and convicts allowed to vote ? 
If yes then how?

Just asking @USER @USER @USER @USER #LokSabhaElections2019 "
2409,0,1,1,"Kashtriyas have Ram also and Krishna also, we are happy for Buddha too

You should target Bhumihars who who had become Budhist earlier and then came back again to Hindu religion under category of Brahmins

Giriraj Singh will help in this regard

Thats Ghar wapasi "
6789,1,0,1,Background me ambedkar and Bhagat singh ro rahe ho 
6177,0,0,0,same like how UCs crib about reservation and not see their own incompetency? 
929,1,1,1,While talking about the outcome of the Quit India Movement Golwalkar said: Sangh vowed not to do anything directly #RSSQuitIndia 
4722,1,0,0,"Question is, how will it get better under the republicans. Other than cutting social security and Medicare, they offer no solutions for inflation "
244,0,0,0,Flood Advisory issued September 09 at 1:38PM CDT until September 09 at 5:30PM CDT by NWS The National Weather Service in Austin/San Antonio has issued a * Urban and Small Stream Flood Advisory for... Central Bexar County in south central Texas... Northwestern Caldwell County… 
1296,2,1,1,"He probably thinks that that ishtoopid Golwalkar who said ""North Pole was somewhere between Bihar and Orissa and moved northwards in a zigzag march"". 

If North Pole can move from Bihar to where it is today, everything is possible, isn't? "
2104,1,1,1,"Garba 364 × 5 nahi Hota. 

So Propaganda Ko Close Rkhe.. 

Waise Bhi Aapka Mujhab Nachne Gaane.. 
So Garba Main Ghus Kr Love Jihad Bhi na Failyan.. Naam Badal Kr Aa Rhey Hai.. "
6537,2,1,1,"No bro. His identity is more of a patriot than a killer. I totally understand why u wouldn't see the obvious. Actually, u too knw I'm telling the truth. But you won't accept it. Bucksheesh ka bika hua hai tu. UK ki chaat raha tha abhi. Isiliye GODSE JI still terrorises u. Slave "
796,0,0,0,"Arnab got away quicker than Zoo. Apparently a few elite get away quickly than commoners like us. While Ketki served 40 days, there are many undertrials behind bar for years.. Not a judge, but the system is at fault. "
5487,0,0,1,You cheered on Greg Abbott trafficking migrants to NYC... But now you're upset NYC treats them well..? 
8142,2,0,0,"Indian army soldiers are sacrificing there lives to protect kashmir from terrorists, why they abduct only Muslims it's fake allegation you go and stay in ground level and see reality then you comes to know. Don't just come to question here Just a fake propaganda against army "
6422,1,0,0,"It’s a different matter if u think all Sunni Muslims are terrorists. But still the matter of the images in the meme. Those were not done by the us, terrorist or no terrorist. "
7374,2,0,1,Ye Cherrapunji me World Cup karwane ki zaroorat kya thi. Har din barish hi ho rahi. @USER @USER 
885,0,0,0,"Also all the mess with Sanjay Dutt. If it was a common Indian, we would languish as undertrials for 30+ years, Dutt gets to whitewash himself. No country for the ordinary Indian. "
2110,1,1,1,"Hinu boys are looking after family spend time in studies,career development, increasing income,saving money for future. While M boys purchase bikes and spend money & time to lure hinu girls, spend time on gym. Unka Sara dhyan love jihad par hota hai.

Baad main paiso ki kami se. "
1405,0,1,1,Unsure why the twitter plebs are confusing adultery with non consensual sex between a married couple. #MaritalRape 
2493,1,0,1,"If high demonetisation notes were the problem, why were Rs2K notes introduced by banning Rs1K notes? "
5289,0,1,0,Yeah. Beer. 
5417,0,0,0,"This tells me all I need to know about you. I think we are done. Good luck with your struggle, and don't forget to wear your hijab at all times. "
3720,0,0,0,"Opposing Modi &exposing him constantly for misgovernance, cronyism, incompetence, disasters like demonetisation, bad hurried GST, lockdown, stopping forcible land acquisition law, taking about Pegasus, farm laws. No other leader stand up erect against the malevolence like Rahul. "
3752,0,0,0,"if you wish to use legality as your criterion, do so. but i think you’re atrociously wrong to believe that marital rape was just until the 1990s "
1605,2,1,0,@USER United States America usa Indian girl kapana chawal dead blast isro stallite dead blast Indian become ceo become ceo and questions arrive Google knows where you here where are you there before here can track can watch but questions arrive when Indian ceo arrive not when 
4338,2,0,0,THAT SHIT SHOW OF VULTURES THEY CALL A PAROLE BOARD IS KAY IVEY AND MARSHALLS HANDPICKED LYNCHING SQUAD DUNN AND WARD ARE MARSHALL'S PUPPET BUDDIES GRANNY JUST FOLLOWED ORDERS---SHUT THEM DOWN AND VOTE THEM OUT!! POWER COMES BACK TO THE PEOPLE!!! 
1546,0,0,1,"बढ़िया है..... कुछ नया है, #isro के लिए। "
931,2,1,1,"Tere baap dada rhe honge dalle. Savarkar aur golwalkar Kaun the, angrezo k dalal the. Aaj unki najayaz aulaad bhi yahi kr rahi hai. "
3823,1,0,1,Why is Durga always fair and Asur always dark and adivasi looking? Even in Baghbazar which was the pujo by freedom fighters that stereotype exists 
3232,2,0,0,"The biggest corruption scam in our history: 

Who had prior information about #demonetisation ??? 

How much black money was actually recovered? 

Who are the fraudsters arrested? 

There must be a serious criminal investigation of this daylight fraud ( 140 innocents died). "
5915,0,0,1,Modella has this money on lockdown abeg @USER win the money for us babe 
4264,0,0,1,I think it's time Indians also start signing pre nuptials with a clause if the wife thinks of anywhere near #maritalrape she should call the police then immediately. After 6 months how can Men justify it. 
492,1,1,0,And whose masters are still supporting the inhuman practice of Triple Talaq just to please the vote banks. 
6310,0,0,1,"Cina yg tdk membawa doktrin k0munis dan tdk trikat dg leluhurnya di tiongkok shg indo tetap indo yg mayoritas muslim yg sjk dlu pnuh tolernsi bkn indo di tiongkokkan...

Sjk k0mun1s maju, sjk itu fakta diputar balik.. "
5378,0,0,0,"@USER @USER Speaking of Iranian women removing their hijabs, ever notice how beautiful Middle Eastern women are? "
6314,1,0,0,"@USER @USER Kindly help address this situation..it's now getting out of hand:
I trust you are well.

Sometimes back I mentioned the issue of absentee Somali/Muslim father's.

Here where we stay, Rangers Court,South C,Nairobi, over 50% of the homes are owned by "
8157,0,0,1,Indian Army Jai Hind 
7550,0,0,0,"Firstly, my point is why should they tell you if women make the same revenue or if they should be paid equally? Thats BCCI and the cricketers to decide. Secondly, this is really about investing into smthng that doesn necessarily give returns instantly but has far reaching impact "
7056,0,0,0,Ranji players feel is also hiked few years back and they have ipl too 
7399,2,1,1,"Guaranteed, Gandhi wound up a gazillionaire from playing the victim. "
6935,0,0,1,We  allow only players in IPL & we don't allow terrorist to participate in IPL... 
4886,1,0,0,"Tired of the same ol BS! Either u believe the death of an unarmed citizen at the hands of police is criminal, or u consider the act of crime the suspect was committing justifies their conduct. It’s not based on race or politics! That would be systemic racism & political lynching "
7063,0,0,1,Why this IPL obsession if a player score some runs immediately he is seen in IPL context. May be it's a Kanavu Kanni every one is dreaming to have her 
7200,2,1,1,Mohammad Gandhi 
2783,0,0,0,"Chidambaram: THE RBI board ought to consist of 10 independent directors, but seven slots were vacant that day. 

The RBI board effectively consisted of the governor, four deputy governors, 4 govt officers and 2 govt officials. #SupremeCourt #Demonetisation "
4927,1,0,1,Ye kaun bola tum hi dalit dalit word utha rhe ho . Humko wo sirf ek senior Congress leader k roop me pata hai aaj tk.jaat dharm tum highlight kr rhe ho koi aur nahi. 
5949,0,0,0,Mad in fact 
6313,1,0,0,"Be careful though, recently there's an ""ex-muslim"" creep who has been saving pfp of Muslim girls on Twitter. "
7527,0,0,1,@USER we request @USER this man deserve @USER contract next year after this performance he is perfect all-round performer @USER we need this types of player 
1696,2,1,1,इसलिए तो अपन इसको सुप्रीम कोठा नाम दिया है। #SupremeCourtOfIndia #सुप्रीम_कोठा #MaritalRape 
2295,1,1,1,"इलाज हैं ना! 
ऐसे मानसिकता के रोगियों को सनातन हिंदू धर्म के आरोग्य केंद्र में डालिए!
उनकी #घरवापसी कराइए! #GharWapasi हिंदू बननेसे शांति पुनर्प्रस्थापित होगी! "
8200,0,0,0,"CDM selects senior and high-potential officers of the Indian Army, Navy, Airforce, and Coastal Guard, and grooms them to provide strategic leadership for meeting the challenges of national security. "
4552,0,0,0,"Manchester United footballer Mason Greenwood is remanded in custody after appearing in court charged with attempted rape, controlling and coercive behaviour and assault "
2841,0,0,1,Chidambaram reads Section 26 of the RBI Act. #SupremeCourt #Demonetisation 
2561,2,1,1,"Gas price Hike....
Vaccination?? Whole world have vaccination to their people...no recession what a comedy.. national highways?? What education??? What digital? GDP even modi will laugh..Nationalism? R u nuts?no money in debited in accounts direct properly.
Demonetisation failure "
6019,0,0,0,One thing I've noticed is that we lack the conceptual tools to really pursue objective/goal-driven activities or internal development. 2/7 
6197,1,0,0,"You have so much ego that you are simply replying without reading a single piece of data I gave you. Quite a know it all, aren’t you. "
3615,2,1,1,Jai shree Ram mai bhi katuwi se shadi karke uski ghar wapasi karwaunga 
4207,0,0,1,"Can! You have seen
Demonetisation
370
CAA
TT
Etc Etc "
215,1,0,1,"Don’t forget that immortal picture of Bihar deputy chief minister Sushil Modi stranded on the road, in his shorts. It tells you the broad picture of floods. Apart from nature’s fury, years of poor urban planning is a big reason for the annual pain. #biharelection2020 "
4360,0,0,0,"That’s not what it demonstrates at all.  Biden made certain decisions early on in his presidency, right.  None of them could’ve contributed to the inflation, even the world inflation, right? "
1072,2,1,1,"lol Gandhi Patel ka pasand thaa. wahi Sardar Vallabhai Patel jisne RSS ko 1948 mein ban kiya. 

wahi Sardar Patel jiski wajeh se Golwalkar ne SP Mookherjee ke saath Jana Sangh ki shuruat ki thi. taki woh RSS ki khaal bacha sake agali bari koi kand ho "
7359,0,0,0,Here’s how it all starts 
1994,1,1,0,He is not trying to do love jihad with the women in attendance. In his culture women are allowed to dance as wel 
5117,1,0,0,"Nazism is defeated every time someone tells their members of Congress to pass a bill making lynching a crime.
It's defeated again when the bill finally does pass.
It's defeated again when the court uphold it. "
5794,0,0,0,"She sleeps with us. 

We didn’t intend that but she was a lockdown puppy, and we subsequently realised the breeder had given to us too early.  

So she gets a lot of latitude. "
3764,0,0,0,"Hmm not so sure on change/removal. Ordinary & universal magisterium V2 added to papal infallibility officially enthusiastically taught colonization, enslavement, Jewish blood guilt, marital rape & male headship, procreation as primary purpose of sex for most of history. "
5295,1,1,0,"Wouldn't the idea of ""Socialism with national characteristics"" often contradict the notion of ""issues that should be people's private decisions""? If Saudi Arabia had a communist revolution tomorrow, would those ""national characteristics"" include mandatory hijabs? "
2859,2,1,0,"Joker has no work in home, so doing all these antics. How much ever he cries, public knows that demonetisation was done in absolute national interest and there are various benefits derived. A leader who is sincere and working for the nation will always be respected by the public "
3512,0,0,0,"What about the word ""Secularism""? "
5940,1,0,0,This graph is lying with statistics 101. Really funny that people are trying to use the Covid 19 lockdown year as a comparison. 
4936,1,0,0,"No one lynched & this is not lynching, students don't have the audacity to do that & it's India not pakistan ! No one will do for a small incident like cricket football ! Laws & Police system is too much strict in India & no student want to stain their future ! "
1038,1,0,1,"In 1942, when the Quit India Movement began, Golwalkar issued instructions that the RSS’s routine work should continue and nothing should be done to annoy the British. #RSSBrokeIndia "
232,0,0,0,"This means HC residents are not well protected and are highly vulnerable to fire, flood and traffic catastrophes. Health system is also screaming for strengthening. Hope devolution funds will help to improve this. same for all Urban centers in Zimbabwe "
6265,0,0,1,Pasi jati k logo ne Jatav jati k aadmi ko peeta simple si bat hai. Dalit dalit ki paas ki ladai 
568,1,0,0,"What is the permanent solution to the flood in Lagos? Don't they have Urban and Regional planning office? Also, always dispose your plastic and waste properly. It is ugly to see something like that in the former capital city of the supposed giant of Africa. "
6319,0,0,1,2020 ka dngga bhi huaa jisko jana thaa vo nhi gya jisko nhi jana thaa vo chlega    nfrat alg hui Ham Hindu Muslim mey fida kiska huaa nuksaan kiska huaa Ham Hindu Muslim ka rajniti dhram vali ko 135 cr ki abaadi baat di 100 cr sikaar 30 cr miya kanta sikaari ambadani 
8243,0,0,0,My condolences to the bereaved family and to Indian Army on their untimely loss. 
7071,0,0,0,If it were England they would say IPL! 
6880,2,1,1,Damn !! Begging as if paks right to play ipl Shamelessness at peaks 
3716,0,0,0,"and void. In the case of the other four, the court held that the advisory committee that submits a ""report"" to the sanctioning authority on the prosecutability of the accused under the UAPA did not apply its mind and automatically forwarded the advice. This, too, is an (7/13) "
630,0,0,0,"Yeah we need to keep praying, there is a threat of urban flood "
5426,0,0,1,GUYSSS I'm so pumped like because I'm finally making a decision on an important part of my religion. Its the scarf that women wear in islam or the hijab. #givemesupport 
515,0,0,0,"Plus overdevelopment, unsuitable planning and removal of natural flood mitigation and drainage areas are causing inundation in urban areas and increased risk in rural areas. "
5662,0,0,0,"Of someone who is not vaccinated is 7 times more likely to die from COVID-19 than a vaccinated person, isn't not getting a child vaccinated child abuse, or at least neglect? "
4685,1,0,1,"Very simple. Do you think when an SC/Dalit converts to Buddhism/Christianity/Islam of whatever, that their UC neighbours are going to think ""There is no caste in buddhism/christianity etc.... so this guy is my equal"" and start treating him as an equal? really?! "
7942,0,0,0,"I'll make another post later with more deets but
definitely just lots of bad luck commissions are open and I just had to pay money I didn't have for one our dogs emergency vet visit just now 

currently working on one pixel comm right now but no limits on slots "
5069,0,0,0,Don't forget blocked anti- lynching laws for years.. 
7066,0,0,0,I think the field sizes at the world cup along with the bounce on the pitch have literally shown the difference between genuine good T20 batsmen …and ordinary batsman who feast off of small grounds and flat pitches at the IPL or dubai …! 
6535,0,0,1,"Ye gareebi Indira Gandhi hatane wali thi, uska kya hua? "
3010,0,0,0,During Nov-Dec'16 we had the simultaneous expenses of a bedridden person & a wedding in our family to deal with compounded by the unnecessary scarcity of money & confusion caused by demonetisation. 
2471,2,1,0,"Only in India !! Credit given to his highness everyday for things that no other countries leaders take.
Digital push ? Demonetisation -one of the worst experiments unleashed in the history of India, forced people to go faster into digital payments. "
5502,0,0,0,The Somali “community” has an employment % in the single figures. Why would we want more of them to come here? It’s not just about immigration per se but the quality of those migrants. 
1230,0,0,1,Guru Ji Golwalkar’s bunch of thoughts*. 
7500,0,0,1,"यह क्या बात हुयी -
हमारी जीत से ज्यादा चर्चे, 
तुम्हारी हार के है!! #T20WorldCup #INDvsNED #PAKvsZIM @USER @USER @USER "
136,1,0,1,"How come he has not yet claimed to go on a World Class 5 Star Medical Tour !?? 
Like all other V I P UNDERTRIALS ! "
3030,2,0,0,"Demonetisation is as much a live issue as it is an academic one. The Court must test its vires on the touchstone of constitutionality.

But while doing so, the Laxman Rekha - separation of powers and deference to the executive - must not be transgressed. "
5196,1,0,1,Shame on you @USER ji..it doesn't show anyway that you belong to a royal family. Where the Sardar patel is compared with Amit Saha . But you are managing the show well. 
6137,0,0,1,सफाई कर्मचारी कुटूंब आरोग्य योजना शुरू करे नागपूर मनपा .... 
5418,0,0,1,"2 years ago i hit rock bottom, since then i have completed Umrah, started wearing Hijab, I am a well-being councellor & my small business is growing Allhumdullialh. @USER weren’t lying when he said ‘And I hit rock bottom, And it was the best thing that ever happened to me.’ "
1535,0,0,0,Federal government in collaboration with @USER is set to use FCT as open defecation-free model for other states to learn from. @USER 
3709,1,0,1,"Bombay High Court acquitted former JNU professor GN Saibaba, arrested in 2014 and sentenced to life imprisonment under UAPA for Maoist links in 2017. The Court ordered his immediate release from jail. Wheelchair-bound Saibaba is lodged at the Nagpur central prison.

1/2 "
1473,1,0,1,Didn't Modi tell you we're an open-defecation-free nation ??? 
8051,1,1,1,"Akshay Kumar with a Canadian passport is far more Indian than Richa Chadda with an Indian one. Haters & in this case, publicity hungry good for nothing ""celebs"" like Richa Chadda don't leave any opportunity to rub India & Indian army the wrong way. Our army will still defend her "
2664,1,0,0,"It’s like demonetisation 

We’re told that Demonetisation would remove  black money, terrorism etc "
4347,2,1,1,"AAP MAI KOI NORMAL VANSAJ HAI NAHI? Gandhi, krishna, bhagat shign, sardar patel. KUCH BHI. "
4334,1,1,0,I would like to know benefits of demonetisation ur such an intellectual that even exam like UPSC will bow down to u 
1524,1,1,0,"Andy Ji likes to poop on Business Newspapers in spite of having a toilet at home... 

We need to have a scheme to end this kind of open defecation as well "
4414,1,0,0,Inflation causes things to go up in price. We have record inflation. You should be able to finish this word equation. 
3462,2,0,0,"That's the agenda of secular liberal progressive parties in Bharat. That's why it's best time to remove the illegally-inserted word ""secularism"" from the constitution. It was after all, inserted without consent from all parties during emergency. "
7352,2,1,1,"Only contender for kejriwal is Rahul Gandhi.
He is biggest disaster than anybody and everybody. "
4424,1,0,0,I blame this mostly on the media that falls to cover rising costs with real explanations to ppl and instead runs like this gas station in California is sky high and then never mentions gas prices falling. They also fail to show inflation is a global thing 
7805,1,0,1,Tu to roz Pani pi ke soniya ji ko Nehru ji ko galiya de ta he 
3308,2,1,0,People have given up on one sided secularism.  Get hang of it or Elitist Hindus who think they are torch bearers of secularism will get another rude shock till 2029 
4726,0,0,0,Loading up with tail risk hedges is one option as uncertainty about inflation and future Fed decisions grows 
7416,0,0,0,"QUOTES TO GIVE YOU STRENGTH : ""When I despair, I remember that all through history the way of truth and love have always won. There have been tyrants and murderers, and for a time, they can seem invincible, but in the end, they always fall. Think of it – always."" - Mahatma Gandhi "
7760,1,0,1,"great Patriot, even greater than Gandhi and Nehru. Like Netaji Subhas Bose, Modiji is working day and night to build our nation in every direction, like
"" Make In India"" projects. Shame on our all opposition parties, specifically Mamta, Sonia & Kejriwal. "
5448,0,0,1,"Pertama kali pake hijab tuh sd kls 2 soalnya emng aklhku pake hijab semua wlpn bkn sklh Islam, jadi keikut sampe skrg, jd sampe skrg klo keluar ga pake hijab pun gatau jdnya malu aja gtu, dan klo ada tamu laki"" gtu ya udh biasa langsung pake hijab "
